title,url,authors,year,journal,abstract,citations
An association-based case reduction technique forcase-based reasoning,https://www.sciencedirect.com/science/article/pii/S0020025508001539,CH Liu,2008,Elsevier,"Case-basedreasoning(CBR) is a type of problem solving technique which uses previouscases to solve new, unseen and different problems. Although a larger number of cases in the …",43
Fielded applications ofcase-based reasoning,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/fielded-applications-of-casebased-reasoning/3E77F5BA598ACEFEBB2501ACEDC42839,W Cheetham,2005,cambridge.org,"…case-basedreasoningThe purpose of this review is not to list all commercially fieldedcase-basedreasoning(… First, it replaced a manual system that was inherentlycase-based(this is a …",33
"Bankruptcy prediction usingcase-based reasoning, neural networks, and discriminant analysis",https://www.sciencedirect.com/science/article/pii/S0957417497000110,H Jo,1997,Elsevier,… While thecase-basedreasoningapproach has been used to solve the …casebasedreasoningto classification problems. This study is one of the few to applycase-basedreasoningto …,451
Mining sparse and big data bycase-based reasoning,https://www.sciencedirect.com/science/article/pii/S1877050914010461,P Perner- Procedia Computer Science,2014,Elsevier,"… Therefore,case-basedreasoningcan be seen as a method … In this talk, we will explain thecase-basedreasoningprocess … Statistics and show howcasebasedreasoningcan mine big …",45
Web service composition withcase-based reasoning,https://www.researchgate.net/profile/Yanchun-Zhang-4/publication/2892378_Web_Service_Composition_with_Case-Based_Reasoning/links/0046351ff636c06a8b000000/Web-Service-Composition-with-Case-Based-Reasoning.pdf,B Limthanmaphon,2003,researchgate.net,"… This paper presents a model of web services composition by usingCase-BasedReasoning(CBR) techniques. CBR is applied in the process of service discovery, which is the crucial …",168
Bankruptcy prediction modeling with hybridcase-based reasoningand genetic algorithms approach,https://www.sciencedirect.com/science/article/pii/S1568494608001154,H Ahn,2009,Elsevier,"…Case-basedreasoning(CBR) is one of the most popular data-driven approaches becauseit is easy to apply, has no possibility of overfitting, and provides good explanation for the …",269
Constructing a personalized e-learning system based on genetic algorithm andcase-based reasoningapproach,https://www.sciencedirect.com/science/article/pii/S0957417406001692,MJ Huang,2007,Elsevier,… Then the genetic algorithm (GA) andcase-basedreasoning(CBR) are employed to … ; (2)it illustrates thecase-basedreasoningto develop a summative examination or assessment …,313
Comparingcase-based reasoningclassifiers for predicting high risk software components,https://www.sciencedirect.com/science/article/pii/S0164121200000790,K El Emam,2001,Elsevier,… The objective of this paper was to evaluate the predictive performance ofcase-basedreasoningclassifiers with different parameters. An empirical evaluation was conducted using a …,207
Application of hybridcase-based reasoningfor enhanced performance in bankruptcy prediction,https://www.sciencedirect.com/science/article/pii/S002002551300131X,CL Chuang - Information Sciences,2013,Elsevier,… The need to supplement CBR (Case-BasedReasoning) with other classification anddiagnosis techniques is triggered by the fact that accuracy and effectiveness tend to get reduced …,107
Acase-based reasoningsystem based on weighted heterogeneous value distance metric for breast cancer diagnosis,https://www.sciencedirect.com/science/article/pii/S0933365716301634,D Gu,2017,Elsevier,Objective We present the implementation and application of acase-basedreasoning(CBR)system for breast cancer related diagnoses. By retrieving similar cases in a breast cancer …,120
Acase-based reasoningapproach to real estate property appraisal,https://www.sciencedirect.com/science/article/pii/0957417492901159,AJ Gonzalez,1992,Elsevier,"… ( CBR) has emerged as an alternative to rule-basedreasoningtechniques for the … thecase-basedreasoningtechniques to a specific domain, property appraisal.Case-basedreasoning…",106
