title,url,authors,year,journal,abstract,citations
Systematic reviews: synthesis of best evidence for clinical decisions,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-126-5-199703010-00006,DJ Cook,1997,acpjournals.org,"… Systematic reviews can aid, but can never replace, sound clinicalreasoning. Cliniciansreasonabout individual patients on the basis ofanalogy, experience, heuristics, and theory as …",3336
The idea of publicreasonrevisited,https://www.jstor.org/stable/1600311,J Rawls - The university of Chicago law review,1997,JSTOR,… This does not mean thatanalogousvalues cannot characterize other social forms. The valuesof effectiveness and efficiency may characterize the social organization of teams and clubs…,3332
[BOOK][B]Booleanreasoning: the logic of Boolean equations,https://books.google.com/books?hl=en&lr=&id=QPzCAgAAQBAJ&oi=fnd&pg=PA1&dq=Analogy+Reasoning&ots=75IZ1hxPoK&sig=IA1kImZ5OAGv7y-l2VgkXI73G0Y,FM Brown,2012,books.google.com,"… Shannon formulated a ""calculus of switching circuits,"" which he showed to beanalogousto the calculus of propositions. In a paper published in Japan in 1937, Nakasima [129] identified …",835
[BOOK][B]Method and theory in American archaeology,https://books.google.com/books?hl=en&lr=&id=qiqrDAAAQBAJ&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=8vNWCq2gBD&sig=D5DWUXgocGw_QYUw8eGHo6PrPBk,GR Willey,2001,books.google.com,"… We suspect the perceived utility of ethnographicanalogywas reinforced by the use of thedirect … If so, then the five-stage model is areasonable one for summarizing the historical …",1842
[BOOK][B]Inside case-basedreasoning,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203781821&type=googlepdf,CK Riesbeck,2013,api.taylorfrancis.com,"… as explanation byanalogy, as in the SWALE program, currently in development. Learningis very hard to get right, but we believe that case-basedreasoningis the right foundation. …",2819
[BOOK][B]Introduction to logic,https://www.taylorfrancis.com/books/mono/10.4324/9781315510897/introduction-logic-irving-copi-carl-cohen-kenneth-mcmahon,IM Copi,2016,taylorfrancis.com,"… about things, and we hunger to understand the principles of rightreasoning. That firstclimb from chaotic thought into some well-ordered system ofreasoning was an enterprise of …",4893
[BOOK][B]Reasoningabout knowledge,https://books.google.com/books?hl=en&lr=&id=xHmlRamoszMC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=aeWdvNvADw&sig=hdFMKNAKEGBY98ZupkixkM8srkU,R Fagin,2004,books.google.com,"…reasoningone often sees in puzzles or Sherlock Holmes mysteries, where we might havereasoning… As we shall see, this type ofreasoningis also important in a surprising number of …",6390
Neighborhoods and violent crime: A multilevel study of collective efficacy,https://www.science.org/doi/abs/10.1126/science.277.5328.918,RJ Sampson,1997,science.org,… It is for thisreasonthat we see ananalogybetween individual efficacy and neighborhoodefficacy: both are activated processes that seek to achieve an intended effect. At the …,16443
[BOOK][B]Machine learning: An artificial intelligence approach,https://books.google.com/books?hl=en&lr=&id=-eqpCAAAQBAJ&oi=fnd&pg=PA2&dq=Analogy+Reasoning&ots=Wn3SLF5Dk-&sig=zEPWnsRAtBVWhJ5AuIZPDl5aVAo,RS Michalski,2013,books.google.com,… byanalogyrequires more inference on the part of the learner than does rote learning orlearning from instruction. A fact or skillanalogousin … : we do havereasonto search for machine …,3468
Empirics for economic growth and convergence,https://www.sciencedirect.com/science/article/pii/0014292195000518,DT Quah- European economic review,1996,Elsevier,"… (5.1) isanalogousto a standard time-series first-order vector autoregression, except its … Byanalogywith autoregression, there is noreasonwhy the law of motion in )t, need be first order, …",2420
[BOOK][B]The craft of sociology: Epistemological preliminaries,https://books.google.com/books?hl=en&lr=&id=Ric6fNR-K-EC&oi=fnd&pg=PR16&dq=Analogy+Reasoning&ots=qJb-FrR5Qx&sig=LzjK9OnLCdSoOG1PnlPzW4smylg,P Bourdieu,1991,books.google.com,"… , and to make it amenable toreasonin an ars inveniendi. They … this is the second, andessential,reasonthat makes this book so …analogy, this recourse to simple explanations always …",1536
"[BOOK][B]Making it explicit:Reasoning, representing, and discursive commitment",https://books.google.com/books?hl=en&lr=&id=1ihqvEzZXxMC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=xOtMkpFNTV&sig=FYVpNbt-BAOsi9CxeOBvlGDGHz4,R Brandom- 1994,1994,books.google.com,"What would something unlike us--a chimpanzee, say, or a computer--have to be able to doto qualify as a possible knower, like us? To answer this question at the very heart of our …",8390
""" I'll be glad I did it""reasoningand the significance of future desires",https://www.jstor.org/stable/40658399,E Harman - Philosophical Perspectives,2009,JSTOR,"… it""reasoninggoodreasoning? If not, then much of our ordinaryreasoningis badreasoning.… for Desires is true because we independently think ananalogousprinciple holds for beliefs: …",100
How to improve Bayesianreasoningwithout instruction: frequency formats.,https://psycnet.apa.org/journals/rev/102/4/684/,G Gigerenzer,1995,psycnet.apa.org,… Testing people's competencies for Bayesian inference with standard probability formats thusseemsanalogousto testing a pocket calculator's competence by feeding it binary numbers. …,3154
[BOOK][B]Science and method,https://books.google.com/books?hl=en&lr=&id=QPXa2UgysLQC&oi=fnd&pg=PA5&dq=Analogy+Reasoning&ots=PNq6yONvw8&sig=0rmTmUR169H7YyCsQS2TFMyyf8Y,H Poincaré,2003,books.google.com,"… class ofanalogouscombinations whoseanalogywe …reasonis that, inanalogouscases,the lengthy calculation might not be able to be used again, while this is not true of thereasoning…",3474
Sensory functioning and intelligence in old age: a strong connection.,https://psycnet.apa.org/record/1995-01409-001,U Lindenberger,1994,psycnet.apa.org,"… five indicator variables of Intelligence—speed,reasoning, memory, knowledge, and fluency…For thisreason, we decided to include the path from Close Visual Acuity to speed in the final …",1675
"[BOOK][B]The engine ofreason, the seat of the soul: A philosophical journey into the brain",https://books.google.com/books?hl=en&lr=&id=J9D4uhcNvdIC&oi=fnd&pg=PA3&dq=Analogy+Reasoning&ots=xy-nZdClKD&sig=4JYtzKYT2xGyIkuXY04ZVHjzg-Y,PM Churchland,1995,books.google.com,"… To paraphrase AA Milne's ever-eager Tigger, ""Seeing relevance andanalogythrough noise… This is an importantreasonthe first of many reasons-why coding vectors at the sensory …",2032
[BOOK][B]Articulating reasons: An introduction to inferentialism,https://books.google.com/books?hl=en&lr=&id=T1C2g9ZJJ3gC&oi=fnd&pg=PP10&dq=Analogy+Reasoning&ots=IiIoNfcuAW&sig=2u8404581gdnBmov6i6hasdUWUM,R Brandom- 2009,2009,books.google.com,"… Its general course, though, is marked out by commitment to grounding theoretical and practicalreasoningand concept use in the occurrence of episodes we immediately find ourselves …",3297
"Relational inductive biases, deep learning, and graph networks",https://arxiv.org/abs/1806.01261,PW Battaglia,2018,arxiv.org,"…reasoningand combinatorial generalization, laying the foundation for more sophisticated,interpretable, and flexible patterns ofreasoning. … We drawanalogiesby aligning the relational …",4175
[BOOK][B]Contemporary theories of knowledge,https://books.google.com/books?hl=en&lr=&id=F5AV2PJ8eHgC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=JmwAUG37QT&sig=Nlr3e1iOVWXP1TxtlivOzc0zWCA,JL Pollock,1999,books.google.com,… that wereasonthat other people and entities have minds on the basis of ananalogywithour … to be true the epistemic propriety ofreasoningbyanalogyin this case would need to be …,2341
[BOOK][B]Meeting the universe halfway: Quantum physics and the entanglement of matter and meaning,https://books.google.com/books?hl=en&lr=&id=H41WUfTU2CMC&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=MKW73zuLDY&sig=DQ1l30GmBlT3jTMUpG1fQxWcCm0,K Barad- 2007,2007,books.google.com,"… Now, Frayn is the first to admit that theanalogythat he draws is not an exact parallel, buthis admission has nothing to do with the crucial fault in his analogicalreasoningthat we just …",26589
[BOOK][B]Deliberative democracy: Essays onreasonand politics,https://books.google.com/books?hl=en&lr=&id=R0eGvQEjPicC&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=A1MzBDmE_L&sig=EW489xcEsdFB7qkptTuedKOZCOM,J Bohman,1997,books.google.com,"… In order to develop procedural aspects of equality, Knight and Johnson turn toanalogiesto the axioms of social choice theory; Bohman, by contrast, develops this aspect of political …",1810
[BOOK][B]A treatise on probability,https://books.google.com/books?hl=en&lr=&id=rVCoAAAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=eSoyn_QJph&sig=N-uTM9-NJJQeVOg5rXtlNIun9RM,JM Keynes,2013,books.google.com,"… But in the actual exercise ofreasonwe do not wait on certainty, or deem it irrational to …We cannot always weigh theanalogyagainst the induction, or the scope of the generalisation …",8218
An enquiry concerning human understanding,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315508818-5/enquiry-concerning-human-understanding-david-hume,D Hume - Seven masterpieces of philosophy,2016,taylorfrancis.com,"… Do we, therefore, have goodreasonto believe that these … the power of the challengespresented by hisreasoning. … the world, which bear a closeanalogyto the whole course of nature, …",12626
"Democraticreason: Politics, collective intelligence, and the rule of the many",https://www.torrossa.com/gs/resourceProxy?an=5641701&publisher=FZO137,H Landemore- 2012,2012,torrossa.com,"… As we know, Plato used thatanalogyto antidemocratic ends, to counter the claim of the manyto rule. In his view, only the philosophers were good helmsmen. … Plato’s use of theanalogy…",1535
[BOOK][B]Philosophical arguments,https://books.google.com/books?hl=en&lr=&id=d2n9DwAAQBAJ&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=_gPunsNX88&sig=OahQiuB_aZMU9_4d71NzAblKJwM,C Taylor,1997,books.google.com,"… , from Hamann's review of Kant's Critique of PureReasonto the writings in our century of …But then ananalogouspoint could be made about the tentative nature of each chapter in …",2982
[BOOK][B]Learning to solve problems: A handbook for designing problem-solving learning environments,https://www.taylorfrancis.com/books/mono/10.4324/9780203847527/learning-solve-problems-david-jonassen,DH Jonassen,2010,taylorfrancis.com,"… The primaryreasonis that I do not understand creativity. I … explained via common associativereasoning. Admittedly, the … to improve problem solving, such asanalogies(Can you find a …",1646
[BOOK][B]Knowledge and lotteries,https://books.google.com/books?hl=en&lr=&id=SK0UDAAAQBAJ&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=YABdVdAgLb&sig=B4jWW6G93a_J-ATTU1tsz5vyPK4,J Hawthorne- 2004,2004,books.google.com,"…reasoningwould not ordinarily be subject toanalogouscriticism.76 On the face of it, then,we operate with a conception of deliberation according to which, if the question whether p is …",2283
[BOOK][B]Reasoningabout rational agents,https://books.google.com/books?hl=en&lr=&id=jgvFwgzHjR8C&oi=fnd&pg=IA4&dq=Analogy+Reasoning&ots=bgxInYiiTw&sig=hu0uAWVK4xEJDSyTSfOC2zWYlV0,M Wooldridge- 2003,2003,books.google.com,… It is a theory of practicalreasoning— the process ofreasoningthat we all go through in …reasoning. Bratman argues that intentions are important because they constrain thereasoning…,2007
Using confidence intervals in within-subject designs,https://link.springer.com/article/10.3758/bf03210951,GR Loftus,1994,Springer,… ananalogousconfidence interval that can be used in within-subject designs. This confidenceinterval rests on thereasoning… These two properties correspond toanalogousproperties of …,2996
[BOOK][B]Case-basedreasoning,https://books.google.com/books?hl=en&lr=&id=3qyjBQAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=QQuy_AUT8z&sig=HzbdTbFnfDPdT7PK-8FpOa1EfEo,J Kolodner- 2014,2014,books.google.com,"… Or, if it is attempting to derive some piece of a meal plan, it focuses on theanalogouspiecein the old case. Thus, when JULIA is trying to design an easy-to-prepare and cheap meal for …",7911
"[BOOK][B]Knowledge representation,reasoningand declarative problem solving",https://books.google.com/books?hl=en&lr=&id=iTS4ZdEpGZQC&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=3pXv4D0pxU&sig=6BU3BpG3C0yUtM9-GwYUTaWwUkk,C Baral- 2003,2003,books.google.com,"… Representing knowledge andreasoningwith it are important … , and their knowledge andreasoningability are used to figure out … Taking the calculusanalogyfurther, it is important that a …",2089
"[BOOK][B]Islamic finance: Law, economics, and practice",https://books.google.com/books?hl=en&lr=&id=2ElRUvoVRxYC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=vglmZQZhEp&sig=WJBx9IAObDoHdrODnF5L8T1C9Y8,MA El-Gamal- 2006,2006,books.google.com,"… on case studies of legal precedents andreasoningbyanalogy. …reasoningbyanalogyfromprecedent, is not unique to Islamic finance.29 As a consequence of this reliance onanalogies…",1973
[BOOK][B]Rough sets: Theoretical aspects ofreasoningabout data,https://books.google.com/books?hl=en&lr=&id=yeOoCAAAQBAJ&oi=fnd&pg=PR9&dq=Analogy+Reasoning&ots=TnWTVHdwfP&sig=UbxnWQRaJR0bPjo0tEnKrs48vAw,Z Pawlak,2012,books.google.com,… Ananalogousnotion can be introduced in rough sets framework. The rough inclusion of setsis defined here in much the same way as the rough equality of sets. The formal definition of …,14912
[BOOK][B]The politics of large numbers: A history of statisticalreasoning,https://books.google.com/books?hl=en&lr=&id=hqO0Qvjy4HsC&oi=fnd&pg=PP11&dq=Analogy+Reasoning&ots=tyRq4CuWpF&sig=DxINf5dqSD5RzVC3Ry7GcBmFUok,A Desrosières,1998,books.google.com,"… These difficulties areanalogousto those encountered, in the course of history, by the …Statisticalreasoningcan only be reintegrated into a reflexive scientific culture on condition …",2697
Problem-based learning meets case-basedreasoningin the middle-school science classroom: Putting learning by design (tm) into practice,https://www.tandfonline.com/doi/abs/10.1207/S15327809JLS1204_2,JL Kolodner,2003,Taylor & Francis,"…reasoning, suggestingreasoningskills we should have students learn, among them low-levelskills like measuring and observation, and higher level skills like explanation and design …",1691
[BOOK][B]Bayesianreasoningand machine learning,https://books.google.com/books?hl=en&lr=&id=yxZtddB_Ob0C&oi=fnd&pg=PR5&dq=Analogy+Reasoning&ots=A2TJJf8OBn&sig=rWSYlnrA_PYHdO7hk_-6N4RAyqY,D Barber- 2012,2012,books.google.com,"… Comprehensive and coherent, it develops everything from basicreasoningto advancedtechniques within the framework of graphical models. Students learn more than a menu of …",2661
[BOOK][B]Maqasid al-Shariah as philosophy of Islamic law: a systems approach,https://books.google.com/books?hl=en&lr=&id=5sKQF16gdWgC&oi=fnd&pg=PR11&dq=Analogy+Reasoning&ots=Mr754JUmIx&sig=-wZee0SA7kKHkZztGlLn01ROIgk,J Auda- 2008,2008,books.google.com,"… ¥t,or ma¢¥nÏ) appeared in a number ofreasoningmethods utilised by the Imams of theclassic schools of Islamic law, such asreasoningbyanalogy(qiy¥s), juridical preference (isti^s¥n)…",2003
Empirical cross-section dynamics in economic growth,https://www.academia.edu/download/108876799/dp-93ecsd.pdf,D Quah- 1992,1992,academia.edu,"… Equation (†) isanalogousto a standard first-order autoregression, except its values are …Byanalogywith autoregression, there is noreasonwhy the law of motion for Ft need be first …",2400
[BOOK][B]Functional analysis,https://books.google.com/books?hl=en&lr=&id=JCfEAgAAQBAJ&oi=fnd&pg=PP1&dq=Analogy+Reasoning&ots=mYSNwr4cmV&sig=Qiks-bHhZtLkvdEum6vjXSiZgDs,F Riesz,2012,books.google.com,… The second statement is verified byanalogousreasoningwhich is repeated alternately undertwo different forms. Let c <C be two positive quantities. Let us form first of all the function g(x…,4549
"Culture, dialectics, andreasoningabout contradiction.",https://psycnet.apa.org/journals/amp/54/9/741/,K Peng,1999,psycnet.apa.org,…reasonabout contradiction? (d) What are the psychological and social implications of variousapproaches toreasoning… We argue thatreasoningabout contradiction is guided by tacit …,2848
[BOOK][B]Foundations of the theory of probability: Second English Edition,https://books.google.com/books?hl=en&lr=&id=ySZSDwAAQBAJ&oi=fnd&pg=PR1&dq=Analogy+Reasoning&ots=I4VunWlMUl&sig=qR_1NsguIxdnwa0g8zaAOSiGULU,AN Kolmogorov,2018,books.google.com,"… On the basis ofreasoninganalogousto that used in Example II, we need not investigatenarrower systems of sets, for example the systems of n-dimensional intervals. The role of …",3968
[BOOK][B]Theology and social theory: Beyond secularreason,https://books.google.com/books?hl=en&lr=&id=NcaxnCJh1aQC&oi=fnd&pg=PR7&dq=Analogy+Reasoning&ots=SRg7KdLTH5&sig=Lu5nw-z9AvKLHBUcxn1C04qSWLc,J Milbank,2008,books.google.com,"… 2 Scotus and Ockham rightly question whetheranalogyof attribution does not violate theprinciple of non-contradiction, since there is no third term between the univocal and the …",4238
